AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID
96323,55084,Zaitra Goda,37,1
96324,55085,Omkaar Roy,56,1
96325,55085,Dhriti Pau,57,1
96326,55086,Hemang Ganesan,35,1
96327,55086,Barkha Om,47,1
96328,55087,Ekanta Deo,47,2
96329,55088,Watika Karpe,39,1
96330,55089,Eta Madan,44,1
96331,55089,Nisha Narula,26,1
96332,55089,Jai Talwar,42,2
96333,55089,Shaurya Bali,55,1
96334,55090,Vidhi Ghosh,34,1
96335,55091,Janaki Bajaj,32,1
96336,55092,Azad Bhatt,45,1
96337,55092,Ekalinga Lanka,32,1
96338,55093,Naksh Tara,39,1
96339,55093,Ayush Sheth,53,2
96340,55094,Bishakha Mann,58,2
96341,55095,Pranit Acharya,18,2
96342,55096,Ranbir Krish,45,1
96343,55097,Urvashi Devan,21,1
96344,55098,Abhimanyu Vig,19,1
96345,55099,Chatresh Wagle,27,1
96346,55100,Inaya Vasa,37,1
96347,55100,Chaman Walia,55,1
96348,55100,Isaiah Pandya,29,1
96349,55100,Devansh Tripathi,35,2
96350,55101,Quincy Subramanian,39,1
96351,55102,Daksh Sahni,23,1
96352,55103,Rushil Dewan,60,1
96353,55104,Sanya Dyal,27,2
96354,55105,Prisha Golla,39,2
96355,55105,Rushil Bobal,53,1
96356,55106,Ati Natarajan,30,1
96357,55106,Ranbir Bhardwaj,22,1
96358,55107,Vansha Mukhopadhyay,46,1
96359,55107,Charvi Pillai,50,1
96360,55108,Eiravati Varty,25,1
96361,55109,Chandresh Bal,22,1
96362,55110,Andrew Rajagopalan,32,1
96363,55110,Siddharth Contractor,18,1
96364,55111,Vedika Modi,39,1
96365,55111,Kamya Thaker,60,2
96366,55112,Faris Gole,53,1
96367,55112,Radhika Nagarajan,38,1
96368,55113,Anay Comar,26,2
96369,55114,Fiyaz Ravel,30,2
96370,55114,Gopal Rao,54,1
96371,55114,Shravya Tripathi,43,2
96372,55115,Kashvi Ramakrishnan,31,1
96373,55115,Quincy Mannan,23,2
96374,55116,Wriddhish Kalita,53,1
96375,55117,Aryan Viswanathan,18,1
96376,55118,Shivani Kala,33,1
96377,55118,Wakeeta Goswami,31,1
96378,55119,Harshil Magar,51,1
96379,55119,Viraj Mital,46,1
96380,55120,Meera Chaudhari,36,2
96381,55120,Ladli Viswanathan,19,2
96382,55120,Barkha Wadhwa,24,1
96383,55121,Aradhana Rau,31,1
96384,55121,Kiaan Pathak,58,1
96385,55121,Hritik Upadhyay,22,2
96386,55122,Jonathan Dhawan,24,1
96387,55122,Edhitha Loyal,51,1
96388,55122,Abdul Trivedi,18,1
96389,55123,Neha Sachar,32,1
96390,55124,Lopa Datta,22,1
96391,55125,Chaman Goyal,29,1
96392,55125,Ojas Pradhan,53,1
96393,55125,Amara Manda,47,1
96394,55126,Vrishti Chacko,59,1
96395,55126,Arunima Ramachandran,41,1
96396,55127,Tarak Khosla,21,2
96397,55128,Zansi Talwar,24,1
96398,55129,Aryan Chaudry,27,1
96399,55130,Veer Prakash,34,1
96400,55130,Girik Misra,35,1
96401,55131,Wazir Talwar,39,2
96402,55132,Eesha Vyas,59,2
96403,55133,Nitara Badal,44,1
96404,55133,Sai Mital,60,1
96405,55134,Lavanya Sankaran,25,1
96406,55134,Samar Mitra,30,1
96407,55135,Jagrati Kapur,32,2
96408,55135,Damini Rana,48,2
96409,55135,Damini Choudhry,46,1
96410,55136,Yauvani Bansal,27,1
96411,55137,Zaitra Kar,24,1
96412,55138,Bachittar Varma,19,2
96413,55139,Girish Butala,28,1
96414,55139,Varsha Mangal,24,2
96415,55140,Harinakshi Sant,26,2
96416,55140,Saanvi Raman,49,2
96417,55140,Jackson Bhasin,37,1
96418,55141,Rachana Bala,51,2
96419,55141,Gagan Subramanian,51,1
96420,55142,Yashawini Ramanathan,31,2
96421,55142,Varenya Choudhury,24,1
96422,55143,Netra Dara,34,1
96423,55144,Zayyan Nigam,37,1
96424,55144,Chameli Arora,55,1
96425,55145,Megha Sarkar,36,1
96426,55146,Pranav Handa,44,1
96427,55146,Triveni Prabhu,60,1
96428,55147,Dhriti Karan,34,2
96429,55148,Jai Saini,24,1
96430,55149,Triya Bhakta,38,1
96431,55149,Garima Konda,32,2
96432,55149,Azaan Mall,59,1
96433,55150,Vasana Ghose,41,2
96434,55150,Anmol Som,33,1
96435,55151,Advaith Merchant,28,1
96436,55152,Udarsh Solanki,19,1
96437,55153,Pahal Date,59,1
96438,55153,Raksha De,52,1
96439,55154,Tejas Karpe,45,1
96440,55154,Ekanta Rama,41,1
96441,55155,Akshay Mukhopadhyay,24,2
96442,55156,Yashoda Bhatnagar,40,1
96443,55156,Jack Mall,27,1
96444,55157,Lohit Handa,34,2
96445,55157,Sara Kohli,46,1
96446,55158,Urvi Naik,58,1
96447,55158,Zarna Datta,34,2
96448,55158,Devika Mand,36,2
96449,55159,Sathvik Johal,31,2
96450,55159,Vrinda Warrior,31,1
96451,55160,Warinder Mohan,18,1
96452,55161,Advaith Luthra,53,1
96453,55162,Balendra Sood,28,1
96454,55162,Shivansh Agrawal,47,1
96455,55163,Pahal Iyengar,54,1
96456,55163,Ira Mannan,36,1
96457,55163,Arin Divan,21,1
96458,55164,Aachal Suresh,57,1
96459,55164,Falak Mangat,55,1
96460,55165,Pooja Parekh,31,1
96461,55166,Hema Warrior,29,1
96462,55166,Eesha Hora,30,1
96463,55167,Xalak Dewan,44,1
96464,55167,Ishani Chakraborty,60,1
96465,55168,Yahvi Bir,51,2
96466,55168,Abha Dutta,21,2
96467,55168,Nitara Palla,58,1
96468,55169,Lakshmi Pandya,30,1
96469,55169,Robert Salvi,38,1
96470,55169,Rachana Krishnamurthy,24,2
96471,55169,Pavani Bail,32,1
96472,55170,George Verma,43,1
96473,55171,Aayush Panchal,54,1
96474,55172,Reva Kala,33,1
96475,55173,Irya Kade,42,1
96476,55174,Yahvi Mahal,52,1
96477,55175,Harshil Hayre,52,1
96478,55175,Anika Kohli,44,1
96479,55175,Zashil Sarna,33,1
96480,55176,Baljiwan Amble,24,1
96481,55176,Isaiah Manne,21,1
96482,55177,Ekaraj Khare,51,2
96483,55178,Siya Gera,31,1
96484,55178,Theodore Dhillon,37,1
96485,55179,Siddharth Chowdhury,50,2
96486,55180,Simon Kaul,31,1
96487,55180,Kritika Raja,48,1
96488,55180,Hitesh Manda,53,2
96489,55181,Janya Chand,41,2
96490,55182,Simon Sankar,48,1
96491,55183,Devansh Mahajan,54,1
96492,55183,Sneha Nori,35,1
96493,55184,Madhav Varty,35,1
96494,55184,Yashasvi Karpe,41,1
96495,55184,Girik Bhat,23,2
96496,55185,Atharv Dutta,19,1
96497,55185,Nandini Shah,55,2
96498,55186,Chandani Bala,22,1
96499,55187,Sanya Pillai,56,2
96500,55187,Shaurya Balasubramanian,24,1
96501,55188,Zayyan Borra,22,1
96502,55189,Manbir Parsa,50,1
96503,55189,Upasna Natt,38,2
96504,55190,Noah Lanka,48,2
96505,55190,Leena Jayaraman,43,1
96506,55191,Hritik Soni,60,1
96507,55192,Jai Rege,47,1
96508,55193,Zilmil Bahri,32,2
96509,55193,Unnati Chaudhary,48,1
96510,55193,Tanmayi Kadakia,19,1
96511,55194,Zehaan Halder,43,1
96512,55195,Pratyush Master,39,2
96513,55195,Jeevika Narayan,49,2
96514,55195,Qasim Acharya,42,1
96515,55196,Frado Peri,41,1
96516,55197,Shivansh Nath,57,1
96517,55197,Akshay Vala,42,1
96518,55197,Farhan Ramachandran,56,1
96519,55198,Kala Bedi,56,2
96520,55198,Utkarsh Parmer,25,1
96521,55199,Abhiram Nagar,41,1
96522,55199,Viraj Goyal,44,1
96523,55200,Jagdish Anne,38,1
96524,55200,Ekavir Bora,27,2
96525,55201,Naveen Kar,41,1
96526,55201,Kashvi Ramesh,39,2
96527,55202,Amara Biswas,46,2
96528,55203,Lipika Ganguly,34,1
96529,55204,Karan Gandhi,32,1
96530,55204,Bahadurjit Bedi,25,1
96531,55204,Balveer Kashyap,24,2
96532,55205,Chaman Luthra,20,2
96533,55205,Champak Pai,55,2
96534,55206,Yatin Mahal,58,2
96535,55207,Keya Swaminathan,31,1
96536,55208,Arunima Seshadri,37,1
96537,55208,Baghyawati Sunder,39,1
96538,55208,Hemangini Palla,26,1
96539,55208,Kashvi Parmer,36,1
96540,55209,Pratyush Sama,54,1
96541,55209,Advaith Kata,50,1
96542,55209,Teerth Padmanabhan,38,1
96543,55210,Gautam Kala,45,1
96544,55211,Lipika Pingle,28,1
96545,55212,Lakshit Vaidya,33,2
96546,55213,Balhaar Agrawal,46,1
96547,55214,Faras Barad,51,1
96548,55214,Yatan Reddy,18,1
96549,55215,Chakrika Khurana,55,2
96550,55216,Vivaan Date,40,1
96551,55217,Watika Ratti,25,2
96552,55218,Chavvi Arya,34,1
96553,55218,Yachana Bhatia,19,1
96554,55219,Warda Rastogi,59,2
96555,55220,Jack Mishra,32,2
96556,55221,Samesh Sahota,50,1
96557,55221,Ishita Narula,19,1
96558,55221,Yuvraj Sampath,53,2
96559,55222,Chakradev Raju,45,1
96560,55223,Sara Nigam,46,1
96561,55224,Warhi Mandal,40,2
96562,55224,Raksha Misra,47,1
96563,55224,Vansha Bath,45,1
96564,55225,Alka Tella,31,1
96565,55226,Maanas Dhar,23,2
96566,55226,Nikita Patel,50,1
96567,55227,Eshana Zacharia,53,1
96568,55227,Frederick Butala,39,1
96569,55228,Bahadurjit Bedi,25,1
96570,55229,Chaman Kari,32,1
96571,55229,Deepa Keer,37,1
96572,55229,Nisha Sundaram,30,1
96573,55230,Yahvi Sura,37,1
96574,55230,Fariq Joshi,27,1
96575,55230,Eiravati Tella,22,1
96576,55231,Darsh Sama,28,1
96577,55231,Peter Rai,58,2
96578,55232,Ekani Ramanathan,28,2
96579,55233,Mitesh Handa,36,1
96580,55233,Gunbir Yadav,46,1
96581,55234,Darpan Sinha,52,1
96582,55234,Karan Krishnan,23,2
96583,55235,David Bedi,23,1
96584,55235,Kamya Iyengar,24,1
96585,55236,Pranav Sahni,45,1
96586,55236,Naveen Contractor,53,1
96587,55236,Harsh Raj,49,1
96588,55237,Orinder Saha,19,1
96589,55237,Parth Deshmukh,34,1
96590,55238,Robert Rastogi,20,1
96591,55238,Aishani Dhingra,40,1
96592,55238,Tanvi Manda,53,1
96593,55239,Urvashi Raghavan,48,1
96594,55239,Kai Pillay,27,1
96595,55239,Mugdha Banik,49,2
96596,55240,Charvi Bath,45,1
96597,55241,Avni Sibal,23,1
96598,55242,Ira Ram,44,1
96599,55242,Yamini Kulkarni,29,1
96600,55242,Zayyan Raval,26,1
96601,55243,Mason Hans,35,1
96602,55243,Mekhala Batra,39,2
96603,55244,Avni Bajaj,21,1
96604,55245,Zansi Pandya,26,2
96605,55246,Atharv Chakrabarti,22,1
96606,55247,Nathan Bobal,25,2
96607,55248,Sathvik Borra,59,1
96608,55249,Maanav Borde,45,1
96609,55250,Kai Swamy,32,1
96610,55251,Diya Hayre,22,1
96611,55252,Yashvi Swamy,43,1
96612,55252,Yatan Kanda,37,1
96613,55253,Osha Dhawan,51,1
96614,55253,Anthony Magar,34,1
96615,55254,Oviya Nanda,36,2
96616,55255,Anya Salvi,56,1
96617,55255,Zaitra Sangha,59,1
96618,55256,Shivansh Kumar,59,1
96619,55256,Abhimanyu Kar,37,1
96620,55256,Vasatika Ram,22,2
96621,55257,Krishna Chakraborty,27,1
96622,55257,Nathaniel Radhakrishnan,52,2
96623,55258,Advaith Saraf,55,1
96624,55258,Widisha Golla,21,2
96625,55258,Chanchal Goel,22,1
96626,55259,Xiti Ramaswamy,30,1
96627,55259,Ronith Kurian,44,2
96628,55259,Kamya Rana,28,2
96629,55260,Ayush Hayre,25,2
96630,55261,Arunima Suri,47,2
96631,55261,Daksh Bedi,58,1
96632,55262,Charles Devan,46,1
96633,55263,Pooja Jain,47,1
96634,55264,Isaac Kant,19,1
96635,55264,Anusha Wagle,18,1
96636,55264,Oliver Deshpande,43,1
96637,55265,Ekaraj Krishna,38,1
96638,55265,Jackson Balan,29,1
96639,55266,Garima Nanda,21,1
96640,55267,Divya Sinha,20,1
96641,55268,Tejas Kothari,22,2
96642,55269,Rachana Sarraf,51,1
96643,55270,Simon Krishnamurthy,56,1
96644,55270,Ati Biswas,18,1
96645,55271,Jalsa Chhabra,47,1
96646,55271,Ranbir Sodhi,22,2
96647,55272,Jagat Din,58,2
96648,55273,Jack Balakrishnan,53,1
96649,55274,Ekavir Sur,30,1
96650,55274,Bhanumati Manda,23,1
96651,55274,Wazir Solanki,37,1
96652,55275,Dalbir Venkatesh,41,1
96653,55275,Oeshi Jha,19,1
96654,55275,Faqid Raju,30,1
96655,55276,Falan Naik,34,1
96656,55276,Nidhi Bhalla,35,1
96657,55277,Kevin Raj,37,2
96658,55277,Raghav Sachdev,38,1
96659,55278,Bina Varkey,47,1
96660,55278,Harsh Magar,43,1
96661,55278,Eesha Hora,30,1
96662,55279,Suhani Tiwari,58,1
96663,55279,Indali Krish,49,1
96664,55279,Falan Talwar,43,1
96665,55280,Mahika Dora,43,1
96666,55281,Pavani Nagy,52,1
96667,55281,Gaurangi Menon,41,1
96668,55281,Shivansh Krishnamurthy,45,1
96669,55282,Dalaja Rajagopalan,30,1
96670,55283,Aashi Mitter,40,1
96671,55284,Aryan Suresh,35,1
96672,55285,Pratyush Lalla,50,1
96673,55285,Ijaya Wason,55,1
96674,55286,Yatan Badami,40,1
96675,55287,Diya Rastogi,26,2
96676,55288,Kavya Pathak,19,1
96677,55288,Jagat Grover,38,1
96678,55289,Chasmum Chawla,46,1
96679,55289,Yatan Konda,32,2
96680,55290,Anay Srinivasan,60,1
96681,55290,Hema Sarma,41,1
96682,55291,Baghyawati Issac,20,1
96683,55291,Umang Gour,39,1
96684,55292,Tamanna Prashad,60,1
96685,55293,Barkha Varma,22,2
96686,55293,Dipta Chandra,32,1
96687,55293,Vrinda Dube,18,1
96688,55293,Aadi Goel,26,1
96689,55294,Ranbir Mahal,43,1
96690,55294,Veda Shroff,60,2
96691,55295,Theodore Bora,23,1
96692,55295,Arin Thakkar,39,1
96693,55296,Manbir Parmar,20,1
96694,55297,Qasim Mandal,51,1
96695,55297,Liam Bail,55,1
96696,55297,Charvi Koshy,25,2
96697,55298,Gopal Nigam,35,2
96698,55298,Udant Narayan,23,1
96699,55299,Krishna Narula,29,1
96700,55299,Anmol Hegde,33,1
96701,55300,Suhani Patel,36,1
96702,55301,Avni Sachdeva,21,2
96703,55302,Akshay Kohli,60,2
96704,55302,Priya Ratti,28,2
96705,55303,Vedant Bhandari,45,1
96706,55303,Upadhriti Issac,21,1
96707,55304,Wahab Sen,29,1
96708,55304,Ryan Chander,18,1
96709,55305,Ishita Tank,30,1
96710,55306,Luke Kaul,18,1
96711,55307,Chameli Oza,39,1
96712,55307,Lila Mangat,44,1
96713,55308,Darpan Seshadri,34,1
96714,55309,Yasti Modi,47,1
96715,55310,Bimala Tandon,21,1
96716,55311,Liam Arora,43,1
96717,55311,Turvi Goyal,41,1
96718,55311,Triya Gaba,49,1
96719,55312,Qasim Bir,49,1
96720,55312,Yatan Ahluwalia,29,1
96721,55312,Udarsh Sachar,21,1
96722,55313,Anmol Yohannan,57,1
96723,55313,Laban Malhotra,38,1
96724,55314,Ekbal Lala,53,1
96725,55315,Unni Gill,57,1
96726,55315,Leena Bhakta,40,1
96727,55316,Damyanti Babu,19,1
96728,55316,Alexander Dave,30,1
96729,55317,Manya Bajaj,30,1
96730,55317,Oliver Aggarwal,20,1
96731,55318,Faraj Dhillon,31,1
96732,55319,Tanvi Choudhry,44,2
96733,55319,Luke Hayre,57,1
96734,55320,Vansha Dhar,59,1
96735,55321,Jackson Baria,31,2
96736,55321,Inaya Kale,39,2
96737,55322,Aishani Loke,41,1
96738,55323,Nathaniel Bhalla,33,1
96739,55323,Harinakshi Rai,54,1
96740,55324,Anika Karpe,32,1
96741,55325,Eshana Rajan,34,1
96742,55325,Dalbir Badami,30,1
96743,55326,Sachi Maharaj,23,1
96744,55327,Girish Kale,42,1
96745,55328,Chavvi Sastry,39,1
96746,55329,Ishita Sehgal,46,1
96747,55329,Aarini Dhaliwal,54,1
96748,55330,Amrita Sangha,38,1
96749,55330,Victor Basak,30,1
96750,55331,Udant Memon,53,1
96751,55331,Shivani Kulkarni,39,1
96752,55332,Ethan Sankar,29,2
96753,55332,Imaran Bajaj,28,2
96754,55333,Oviya Trivedi,26,1
96755,55333,Joshua Singhal,33,1
96756,55334,Neha Samra,18,1
96757,55335,Vasatika Thaman,23,1
96758,55336,Omaja Guha,36,2
96759,55337,Ekansh Dube,60,1
96760,55337,Bhavini Jaggi,31,2
96761,55338,Veda Kari,56,2
96762,55339,Edhitha Narain,54,1
96763,55340,Aditya Mahajan,60,1
96764,55341,Jackson Deshmukh,27,1
96765,55341,Lopa Dave,23,2
96766,55342,Rajata Hora,32,2
96767,55342,Sai Mody,51,2
96768,55343,Guneet Purohit,51,1
96769,55343,Sanaya Ahuja,41,1
96770,55344,Jalsa Bedi,41,1
96771,55345,Ekaja Rana,56,1
96772,55345,Jack Gokhale,30,1
96773,55346,Sai Goswami,37,2
96774,55346,Bimala Kumer,29,1
96775,55346,Kala Nayak,32,1
96776,55347,Rishi Mitra,19,1
96777,55347,Nachiket Modi,48,1
96778,55347,Madhavi Ahuja,48,1
96779,55348,Nirja Bhatt,45,1
96780,55348,Darpan Tailor,22,1
96781,55349,Tejas Buch,45,1
96782,55350,Neel Gill,34,2
96783,55350,Harita Nagar,39,1
96784,55351,Utkarsh Deol,19,2
96785,55351,Ishanvi Tank,56,1
96786,55351,Ekaja Pillai,35,1
96787,55352,Falguni Viswanathan,38,1
96788,55352,Hemang Mohanty,40,1
96789,55352,Irya Bora,38,1
96790,55353,Meera Nadkarni,56,1
96791,55354,Aarav Rege,21,1
96792,55355,Panini Sastry,26,2
96793,55356,Anamika Chakraborty,46,1
96794,55357,Yashodhara Mander,18,2
96795,55357,Mitesh Mahajan,24,1
96796,55358,Radhika Sodhi,37,1
96797,55359,Deepa Mistry,52,1
96798,55359,Jalsa Patla,46,1
96799,55359,Tanay Ganesh,38,2
96800,55360,Adweta Atwal,46,2
96801,55360,Vansha Raghavan,24,1
96802,55361,Rachita Gokhale,18,1
96803,55361,Aradhana Barad,60,1
96804,55362,Daksh Bhandari,39,1
96805,55363,Jeet Thakkar,57,1
96806,55364,Warhi Bava,26,1
96807,55364,David Malhotra,33,1
96808,55365,Maanav Lad,39,1
96809,55365,George Lad,48,1
96810,55366,Xavier Tripathi,60,1
96811,55367,Charan Palan,53,1
96812,55368,Yatan Gole,38,1
96813,55368,Varsha Gara,43,1
96814,55369,Aditya Char,28,1
96815,55369,Upma Seth,56,2
96816,55370,Megha Konda,22,2
96817,55370,Gautam Chokshi,29,1
96818,55371,Jeremiah Manda,40,1
96819,55372,Amrita Krishna,53,1
96820,55373,Ladli Shanker,21,2
96821,55373,Patrick Chaudhary,25,1
96822,55374,Ojas Gole,37,1
96823,55374,Jeet Prasad,49,2
96824,55374,Leena Jaggi,19,1
96825,55375,Netra Tak,30,1
96826,55376,Sathvik Bhatt,34,1
96827,55377,Vrinda Prashad,39,1
96828,55378,Sathvik Grover,42,1
96829,55379,Charvi Sridhar,58,2
96830,55379,Rajata Apte,39,2
96831,55379,Jasmit Chandran,20,1
96832,55380,Matthew Dixit,39,1
96833,55381,Gavin Kapadia,27,1
96834,55381,Faqid Dada,27,1
96835,55382,Vedant Ravel,51,1
96836,55382,Zashil Cheema,34,1
96837,55382,Farhan Varty,49,1
96838,55383,Yashica Mitra,21,1
96839,55383,Charita Ray,29,1
96840,55383,Daksha Dube,55,1
96841,55383,Maya Ganguly,58,1
96842,55384,Unni Mohanty,35,1
96843,55384,Azad Arora,18,1
96844,55385,Zayyan Deshmukh,57,2
96845,55386,Sathvik Sinha,24,1
96846,55386,Lohit Sane,50,2
96847,55386,Vanya Bhardwaj,19,1
96848,55387,Ekbal Sarma,24,2
96849,55387,Jyoti Subramaniam,51,1
96850,55388,Ekaraj Tailor,32,2
96851,55388,Laban Krishnan,56,1
96852,55388,Yahvi Uppal,42,1
96853,55389,Dhruv Dada,54,1
96854,55390,Upadhriti Dutta,50,1
96855,55390,Lakshmi Dave,45,1
96856,55391,Keya Pillai,36,1
96857,55392,Ojas Kota,33,2
96858,55392,Liam Nagy,53,1
96859,55392,Anya Chatterjee,47,1
96860,55393,Daksha Ravi,29,1
96861,55394,Nathan Gade,31,1
96862,55395,Samaksh Mittal,46,1
96863,55396,Tanvi Menon,55,1
96864,55396,Chaman Narang,50,2
96865,55396,Sachi Choudhary,47,1
96866,55397,Rajeshri Krishnan,47,1
96867,55397,Rajata Batta,60,1
96868,55398,Harinakshi Venkataraman,25,1
96869,55399,Shaurya Dasgupta,40,1
96870,55400,Udarsh Hayre,54,1
96871,55401,Zaitra Raval,28,1
96872,55401,Abhimanyu Rajan,55,1
96873,55402,Nachiket Trivedi,41,1
96874,55403,Chameli Narayan,38,1
96875,55403,Dalbir Verma,35,1
96876,55404,Ekiya Bobal,32,2
96877,55405,Rehaan Seth,49,1
96878,55406,Urishilla Wadhwa,35,1
96879,55406,Theodore Chahal,41,1
96880,55407,Arya Deo,50,1
96881,55408,Amrita Mittal,44,1
96882,55408,Qadim Mishra,44,1
96883,55409,Hamsini Sibal,23,1
96884,55409,Vedika Uppal,23,1
96885,55409,Saanvi Dhar,45,1
96886,55409,Indali Ramesh,59,1
96887,55410,Ranveer Issac,28,1
96888,55410,Amrita Grover,47,1
96889,55410,Zehaan Palan,38,2
96890,55411,Eesha Warrior,38,1
96891,55411,Radha Shankar,27,1
96892,55411,Ekantika Zachariah,21,2
96893,55412,Damini More,28,1
96894,55412,Omya Vig,22,1
96895,55412,Sarthak Bath,31,1
96896,55413,Niharika Shanker,40,1
96897,55414,Wriddhish Solanki,38,2
96898,55415,Bhavani Mohan,31,2
96899,55416,Joshua Tara,36,1
96900,55417,Kashish Tripathi,32,1
96901,55417,Lekha Sidhu,19,2
96902,55417,Chandresh Keer,37,2
96903,55417,Qasim Kadakia,50,1
96904,55418,Aradhana Madan,54,2
96905,55418,Chatura Agarwal,55,1
96906,55419,Samuel Deep,45,1
96907,55420,Shravya Shetty,35,1
96908,55420,Rudra Mall,56,1
96909,55421,Vincent Kata,59,1
96910,55421,Kevin Tailor,18,2
96911,55422,Ayushman Konda,60,1
96912,55422,Ayush Misra,22,1
96913,55423,Omisha Mitra,39,1
96914,55424,Odika Subramanian,58,2
96915,55425,Gaurang Luthra,22,1
96916,55425,Saumya Shere,41,2
96917,55426,Tanveer Dey,44,1
96918,55426,Samesh Kale,39,1
96919,55426,Aachal Bala,53,1
96920,55427,Indali Rai,36,1
96921,55428,Upasna Nanda,52,2
96922,55428,Nisha Kari,42,2
96923,55429,William Srinivasan,51,1
96924,55429,Mekhala Parsa,40,1
96925,55429,Kamala Raju,37,1
96926,55429,Rudra Varma,38,2
96927,55430,Yoshita Sood,53,1
96928,55431,Karan Ben,27,1
96929,55431,Amara Chhabra,33,1
96930,55431,Anamika Madan,48,1
96931,55432,Ekbal Tandon,24,1
96932,55433,Gautami Sarna,55,2
96933,55433,Ishanvi Brahmbhatt,36,1
96934,55434,Yash Dave,39,1
96935,55435,Brinda Sawhney,37,1
96936,55436,Vasudha Dewan,51,2
96937,55437,Omaja Sengupta,34,1
96938,55437,Nitara Lall,27,1
96939,55438,Balveer Lall,54,2
96940,55439,Nikita Roy,31,1
96941,55440,Anthony Kale,40,1
96942,55440,Nitara Varughese,53,2
96943,55441,Shravya Bakshi,32,1
96944,55442,Anita Shankar,34,2
96945,55443,Neel Bhagat,46,1
96946,55443,Ranbir Muni,49,1
96947,55443,Frederick Date,42,1
96948,55444,Ojasvi Sahota,30,1
96949,55445,Sarthak Kohli,47,2
96950,55445,Indali Bose,18,1
96951,55446,Upasna Pant,34,2
96952,55447,Pratyush Singh,46,2
96953,55448,Bhavani Sengupta,36,2
96954,55448,Chameli Bassi,48,1
96955,55449,Lipika Guha,43,1
96956,55449,Samuel Wadhwa,47,2
96957,55449,Udyati Cheema,25,2
96958,55450,Yatan Mitter,25,1
96959,55450,Chavvi Mangal,19,1
96960,55450,Vrishti Khare,34,1
96961,55451,Urishilla Chhabra,22,1
96962,55451,Nikita Nadig,60,1
96963,55452,Jai Dugar,55,1
96964,55452,Bhavna Mann,52,1
96965,55453,Jagdish Ganesh,31,1
96966,55453,Yashoda Virk,56,1
96967,55454,Gaurika Dora,30,1
96968,55454,Pranav Om,19,1
96969,55454,Hiral Singh,53,1
96970,55455,Gautam Parmer,52,1
96971,55456,Rohan Subramaniam,48,2
96972,55456,Triveni Gupta,20,1
96973,55456,Xiti Gera,21,1
96974,55457,Harsh Ramakrishnan,37,2
96975,55457,Garima Basu,49,1
96976,55458,Ronith Palla,37,1
96977,55458,Kalpit Kakar,52,1
96978,55459,Falan Sura,59,1
96979,55460,Joshua Dixit,60,1
96980,55461,Krish Sundaram,30,2
96981,55462,Arya Naik,34,1
96982,55463,Widisha Dasgupta,45,1
96983,55464,Nirja Varma,22,1
96984,55464,Naksh Saha,38,1
96985,55465,Tamanna Rama,56,1
96986,55466,Devika Bakshi,41,1
96987,55467,Jagrati Vig,42,2
96988,55467,Forum Kari,56,1
96989,55468,Caleb Bala,56,1
96990,55469,Charan Bumb,48,2
96991,55469,Noah Kara,23,1
96992,55470,Vyanjana Barman,25,1
96993,55470,Imaran Bera,37,1
96994,55471,Jagat Deo,40,2
96995,55472,Maanas Chaudhari,55,2
96996,55472,Aishani Sodhi,55,1
96997,55472,Parth Kurian,59,1
96998,55473,Mohini Bhalla,23,1
96999,55474,Krisha Cherian,48,1
97000,55475,Devika Hegde,26,1
97001,55476,Hemangini Tella,25,1
97002,55476,Advaith Mani,53,2
97003,55476,Ekaja Shan,50,1
97004,55476,Pallavi Prabhu,58,1
97005,55477,Tejas Lad,40,1
97006,55477,Aahana Dass,41,2
97007,55477,Divya Kapadia,54,1
97008,55478,Faris Muni,45,1
97009,55479,Shivani Ratta,46,1
97010,55479,Anya Dani,41,1
97011,55479,Ranbir Saran,35,2
97012,55480,Osha Roy,23,1
97013,55480,Abdul Gour,35,1
97014,55481,Neel Saxena,53,2
97015,55481,Faris Bajaj,47,1
97016,55482,Ayush Gola,41,1
97017,55483,Neel D’Alia,46,1
97018,55484,Ucchal Yogi,31,1
97019,55484,Devansh Dubey,44,1
97020,55484,Darpan Dave,25,1
97021,55485,Alexander Sandhu,21,1
97022,55486,Harrison Vora,32,1
97023,55486,Bhavika Hora,25,1
97024,55487,Jalsa Sarkar,32,1
97025,55488,Omaja Saini,39,1
97026,55488,Yatan Ghosh,20,1
97027,55489,Logan Grewal,54,1
97028,55490,Hiral Kata,51,2
97029,55490,Divya Chopra,50,2
97030,55490,Ganga Chandra,30,2
97031,55491,Neel Chaudhary,19,1
97032,55492,Sarthak Morar,43,1
97033,55492,Zinal Gola,25,1
97034,55492,Inaya Patla,54,1
97035,55493,Agastya Solanki,48,1
97036,55493,Onveer Vora,54,1
97037,55494,Tejas Kothari,22,2
97038,55494,Oviya Shroff,40,1
97039,55495,Priya Sridhar,53,1
97040,55496,Faris Venkatesh,49,1
97041,55497,Qadim Gade,52,1
97042,55497,Nirja Kata,43,2
97043,55498,Arya Deo,55,2
97044,55498,Rehaan Nanda,36,2
97045,55499,Wishi Badami,43,1
97046,55500,Ishanvi Chopra,40,1
97047,55501,Wahab Parikh,49,2
97048,55501,Gautam Anand,37,1
97049,55502,Bahadurjit Sarin,47,1
97050,55503,Avni Goel,37,2
97051,55504,Damyanti Virk,31,2
97052,55504,Avi Parsa,36,2
97053,55504,Oliver Keer,51,1
97054,55504,Veer Pant,28,2
97055,55505,Irya Kalita,51,1
